objectid,service_request_id,subject,status,status_notes,service_name,service_code,agency_responsible,service_notice,requested_datetime,updated_datetime,expected_datetime,closed_datetime,address,zipcode,media_url,lat,lon
4608101,15422241,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-05T15:06:18Z,2023-02-16T03:18:58Z,2023-01-06T00:00:00Z,2023-01-05T19:25:56Z,1922 E CLEMENTINE ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_35a52443b62ba763f312b3e42d7d9456,39.99370628961271,-75.1136427097628
4608564,15423074,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-05T17:18:41Z,2023-02-16T03:13:06Z,2023-01-06T00:00:00Z,2023-01-05T20:26:54Z,979R N MARSHALL ST,19123,NA,39.96895792835608,-75.14759165842251
4608911,15423677,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-05T18:52:31Z,2023-02-16T03:15:45Z,2023-01-06T00:00:00Z,2023-01-05T21:02:35Z,4200 WOODHAVEN RD,19154,NA,40.082890540974226,-74.9677468296146
4608931,15423716,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-05T18:58:04Z,2023-01-05T18:58:08Z,2023-01-06T00:00:00Z,2023-01-05T18:58:05Z,1002 knights,NA,NA,NA,NA
4609027,15423885,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-05T19:25:16Z,2023-02-16T03:15:45Z,2023-01-06T00:00:00Z,2023-01-05T19:25:17Z,1827 E SOMERSET ST,19134,NA,39.990745074301586,-75.12192013476161
4609068,15423977,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-05T19:36:55Z,2023-02-16T03:19:13Z,2023-01-06T00:00:00Z,2023-01-05T19:36:56Z,3003 GAUL ST,19134,NA,39.98489700187846,-75.10918597556034
4609558,15425338,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-05T23:59:16Z,2023-02-16T03:15:29Z,2023-01-09T00:00:00Z,2023-01-06T15:17:20Z,E BOSTON ST & E THOMPSON ST,19125,https://d17aqltn7cihbm.cloudfront.net/uploads/large_d78636d87ab4a1e37f1e9b618e64faad,39.97625326574942,-75.12139872664908
4609560,15425343,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T00:01:46Z,2023-02-16T03:19:13Z,2023-01-09T00:00:00Z,2023-01-06T15:21:36Z,2006 S 7TH ST,19148,NA,39.92387042301544,-75.15800175306313
4609567,15425351,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T00:08:11Z,2023-02-16T03:34:54Z,2023-01-09T00:00:00Z,2023-01-06T15:28:15Z,4917 BALTIMORE AVE,19143,NA,39.94816873538518,-75.22129996698898
4609648,15426921,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T07:52:25Z,2023-01-06T16:31:55Z,2023-01-09T00:00:00Z,2023-01-06T16:31:53Z,3101 F ST,19134,NA,39.99566701688735,-75.11765359279792
4609721,15428026,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T13:07:26Z,2023-02-16T03:14:29Z,2023-01-09T00:00:00Z,2023-01-06T18:06:22Z,LEXINGTON AVE & E ROOSEVELT BLVD,19152,NA,40.049410143215226,-75.0508240660974
4609753,15428092,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T13:20:15Z,2023-02-16T03:34:26Z,2023-01-09T00:00:00Z,2023-01-06T18:15:44Z,8532 RISING SUN AVE,19111,NA,40.07859004631227,-75.06784126131353
4609772,15428130,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T13:27:44Z,2023-02-16T03:15:29Z,2023-01-09T00:00:00Z,2023-01-06T13:27:45Z,2200 SAINT JAMES PL,19103,NA,39.950334296092755,-75.17763131345687
4609788,15428170,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T13:37:01Z,2024-05-10T18:41:33Z,2023-01-09T00:00:00Z,2023-01-06T13:37:02Z,ARAMINGO AVE & N DELAWARE AVE,NA,NA,39.970599170940126,-75.12323806762076
4604885,15414046,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-03T19:57:48Z,2023-02-16T03:15:45Z,2023-01-04T00:00:00Z,2023-01-04T18:26:24Z,7310 FRANKFORD AVE,19136,NA,40.03702072500034,-75.04028520562068
4604993,15414191,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-03T20:26:10Z,2023-02-16T03:18:58Z,2023-01-04T00:00:00Z,2023-01-04T18:56:26Z,1506 WALNUT ST,19102,NA,39.949575890683555,-75.16626241813923
4605290,15414618,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-03T22:39:34Z,2023-01-04T19:08:25Z,2023-01-05T00:00:00Z,2023-01-04T19:08:24Z,3074 KENSINGTON AVE,19134,NA,39.99496718144433,-75.1162016511025
4605297,15414627,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-03T22:42:32Z,2023-01-04T19:49:53Z,2023-01-05T00:00:00Z,2023-01-04T19:49:52Z,2900 KENSINGTON AVE,19134,NA,39.99288514607343,-75.12000656416232
4605480,15414873,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-04T02:09:24Z,2023-01-04T20:16:52Z,2023-01-05T00:00:00Z,2023-01-04T20:16:51Z,3000 KENSINGTON AVE,19134,NA,39.99412884493928,-75.11774405179065
4605481,15414874,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-04T02:10:22Z,2023-02-16T03:18:10Z,2023-01-05T00:00:00Z,2023-01-04T20:23:14Z,3160 KENSINGTON AVE,19134,NA,39.99610748752891,-75.11413410005737
4605524,15414952,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-04T10:22:38Z,2023-02-16T03:34:26Z,2023-01-05T00:00:00Z,2023-01-04T20:51:21Z,1309-25 NOBLE ST,19123,NA,39.96027737425012,-75.16049743783657
4605570,15415021,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-04T12:42:13Z,2023-02-16T03:14:29Z,2023-01-05T00:00:00Z,2023-01-04T20:54:06Z,E ROOSEVELT BLVD & SANDYFORD AVE,19152,NA,40.047040073898,-75.051368813225
4605776,15415278,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-04T14:05:58Z,2024-05-10T18:41:33Z,2023-01-05T00:00:00Z,2023-01-04T14:05:58Z,HARBISON AVE & E ROOSEVELT BLVD,NA,NA,40.03672465320482,-75.06449518778125
4606241,15416114,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-04T16:06:50Z,2023-02-16T03:15:29Z,2023-01-05T00:00:00Z,2023-01-04T23:02:42Z,200 N 6TH ST,19106,https://d17aqltn7cihbm.cloudfront.net/uploads/large_8b6dc8cd5329d88f1cdf35820cbce75a,39.95729086647745,-75.14949090330663
4610027,15428638,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T14:54:48Z,2023-02-16T03:14:12Z,2023-01-09T00:00:00Z,2023-01-06T19:06:42Z,3801 WOODHAVEN RD,19154,NA,40.08960639854088,-74.97423074703434
4610051,15428690,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T14:59:57Z,2023-02-16T03:13:38Z,2023-01-09T00:00:00Z,2023-01-06T19:08:20Z,2558 KENSINGTON AVE,19125,NA,39.98864720115293,-75.12771475663413
4610053,15428693,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T15:00:19Z,2023-02-16T03:18:43Z,2023-01-09T00:00:00Z,2023-01-06T19:01:42Z,FRANKLIN MILLS BLVD & LIBERTY BELL BLVD,19154,NA,40.08798885237753,-74.96580519869927
4610092,15428748,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T15:11:24Z,2023-02-16T03:15:45Z,2023-01-09T00:00:00Z,2023-01-06T19:27:45Z,4000 WOODHAVEN RD # 1,19154,NA,40.08570917228776,-74.97056128129013
4611091,15430766,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T21:21:06Z,2024-05-10T18:41:33Z,2023-01-10T00:00:00Z,2023-01-09T14:10:26Z,E HUNTINGDON ST & KENSINGTON AVE,19134,NA,39.988793828136586,-75.12736428483593
4611202,15431120,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-06T22:43:14Z,2023-01-09T14:28:18Z,2023-01-10T00:00:00Z,2023-01-09T14:28:16Z,9700 FRANKFORD AVE,19114,NA,40.059260018929635,-74.99383300885536
4611377,15435374,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-07T13:43:12Z,2023-01-09T15:52:25Z,2023-01-10T00:00:00Z,2023-01-09T15:52:23Z,926 TUSTIN AVE,19111,https://d17aqltn7cihbm.cloudfront.net/uploads/large_8c08dc1bdd622752f0ceeed820392f5d,40.07902514475288,-75.0677653268712
4611468,15436763,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-07T17:24:05Z,2023-01-09T17:30:53Z,2023-01-10T00:00:00Z,2023-01-09T17:30:52Z,2751 PENNSYLVANIA AVE # B101,19130,NA,39.97019535393659,-75.18281145930378
4611540,15438161,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-07T21:17:46Z,2023-01-09T18:58:05Z,2023-01-10T00:00:00Z,2023-01-09T18:58:02Z,4947 CATHARINE ST,19143,https://d17aqltn7cihbm.cloudfront.net/uploads/large_aebce0d29a13712639140c81daba071a,39.94845670556397,-75.22287582281436
4611544,15438311,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-07T21:40:48Z,2023-01-09T18:40:14Z,2023-01-10T00:00:00Z,2023-01-09T18:40:13Z,609 WOOD ST,19106,NA,39.95730130078657,-75.14961118653547
4611670,15441820,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-08T14:26:45Z,2023-01-09T20:11:32Z,2023-01-10T00:00:00Z,2023-01-09T20:11:31Z,BROUS AVE & E ROOSEVELT BLVD,19152,NA,40.04906490166466,-75.05083818894154
4611680,15441833,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-08T15:24:52Z,2023-01-09T20:12:39Z,2023-01-10T00:00:00Z,2023-01-09T20:12:38Z,814 E GIRARD AVE,19125,https://d17aqltn7cihbm.cloudfront.net/uploads/large_4cdc3d83153971f81695b64deac2fa97,39.97228108864997,-75.12418586499969
4611689,15441849,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-08T15:59:03Z,2023-01-09T20:26:46Z,2023-01-10T00:00:00Z,2023-01-09T20:26:44Z,831 CENTENNIAL SQ N,19116,NA,40.11866405064869,-75.01379110464399
4611705,15441872,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-08T16:46:39Z,2023-01-09T20:35:15Z,2023-01-10T00:00:00Z,2023-01-09T20:35:14Z,10004 HEGERMAN ST,19114,https://d17aqltn7cihbm.cloudfront.net/uploads/large_f4847f5972db168df77af8bd9e9558f4,40.06356001159805,-74.98204318244066
4611743,15441926,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-08T18:50:17Z,2023-01-09T20:53:18Z,2023-01-10T00:00:00Z,2023-01-09T20:53:16Z,180 W GIRARD AVE,19123,https://d17aqltn7cihbm.cloudfront.net/uploads/large_4d047cc14dfbd2631d78473ff75e29f5,39.96935580470735,-75.13900285502254
4611749,15441933,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-08T18:58:40Z,2024-05-10T18:41:33Z,2023-01-10T00:00:00Z,2023-01-09T21:11:08Z,FAIRMOUNT AVE & N 19TH ST,NA,NA,39.96722757292845,-75.168569609914
4611760,15441945,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-08T19:13:02Z,2023-01-09T20:55:10Z,2023-01-10T00:00:00Z,2023-01-09T20:55:09Z,VINE ST & N WATER ST,19106,NA,39.955453136863134,-75.14009761622982
4611803,15442005,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-08T21:37:02Z,2023-01-09T21:17:00Z,2023-01-10T00:00:00Z,2023-01-09T21:16:59Z,120-24 RACE ST,19106,NA,39.95355857554388,-75.1417301182047
4611854,15442068,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-08T23:30:34Z,2023-01-09T21:42:56Z,2023-01-10T00:00:00Z,2023-01-09T21:42:55Z,116 FOUNTAIN ST,19127,NA,40.0316897334835,-75.23350980113304
4611945,15442225,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-09T12:36:37Z,2023-01-09T23:39:19Z,2023-01-10T00:00:00Z,2023-01-09T23:39:18Z,2638-48 E CUMBERLAND ST,19125,NA,39.97647073915496,-75.11988611877146
4612853,15443335,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-09T16:56:10Z,2023-01-09T16:56:12Z,2023-01-10T00:00:00Z,2023-01-09T16:56:11Z,204 E INDIANA AVE,19134,NA,39.99516652093767,-75.12778259746918
4612962,15443475,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-09T17:26:41Z,2023-01-09T17:26:42Z,2023-01-10T00:00:00Z,2023-01-09T17:26:42Z,1801 E LEHIGH AVE,19125,NA,39.98949225839978,-75.12501737292081
4613045,15443590,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-09T17:50:53Z,2023-01-09T17:51:00Z,2023-01-10T00:00:00Z,2023-01-09T17:50:54Z,1700 S CHRISTOPHER COLUMBUS BLVD,19148,NA,39.92538449930673,-75.14484885537084
4613428,15444267,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-09T19:30:58Z,2024-05-10T18:41:33Z,2023-01-10T00:00:00Z,2023-01-09T19:31:00Z,RICHMOND ST & E WESTMORELAND ST,NA,NA,39.984229176994795,-75.09902737399156
4613434,15444275,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-09T19:32:39Z,2024-05-10T18:41:33Z,2023-01-10T00:00:00Z,2023-01-09T19:32:40Z,E ALLEN ST & E VENANGO ST,NA,NA,39.98696791617778,-75.09134476735949
4614315,15448467,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-10T14:04:34Z,2023-01-10T18:46:34Z,2023-01-11T00:00:00Z,2023-01-10T18:46:33Z,334 N FRONT ST,19106,https://d17aqltn7cihbm.cloudfront.net/uploads/large_3da44546a7809b18b6fd9e7f268173d2,39.95627257638848,-75.14019553602478
4615215,15450081,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-10T18:29:02Z,2023-01-10T20:14:59Z,2023-01-11T00:00:00Z,2023-01-10T20:14:58Z,19 S 10TH ST,19107,https://d17aqltn7cihbm.cloudfront.net/uploads/large_d53d189159132b86b902902b502528b3,39.95088949955704,-75.15685137970425
4607316,15418200,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-04T21:12:37Z,2023-02-16T03:06:52Z,2023-01-06T00:00:00Z,2023-01-04T21:12:38Z,2900 GUILFORD ST,19152,NA,40.044539291326174,-75.05037530948177
4607448,15418547,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-04T22:32:31Z,2023-02-16T03:19:48Z,2023-01-06T00:00:00Z,2023-01-05T18:07:35Z,2240 N BROAD ST,19132,NA,39.98734692147413,-75.15607781940905
4607525,15418885,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-04T23:52:18Z,2023-02-16T03:14:29Z,2023-01-06T00:00:00Z,2023-01-05T15:41:00Z,8528 RISING SUN AVE,19111,NA,40.07844261545658,-75.06798363947259
4607696,15421538,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-05T13:01:17Z,2024-05-10T18:41:33Z,2023-01-06T00:00:00Z,2023-01-05T17:30:44Z,CALLOWHILL ST & N 6TH ST,NA,NA,39.95802401431904,-75.14882044249109
4607782,15421706,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-05T13:38:44Z,2023-02-16T03:18:27Z,2023-01-06T00:00:00Z,2023-01-05T17:41:17Z,2847 E VENANGO ST,19134,NA,39.986289705759475,-75.09104186138018
4607900,15421899,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-05T14:14:00Z,2023-02-16T03:34:54Z,2023-01-06T00:00:00Z,2023-01-05T18:45:10Z,4350 GRISCOM ST,19124,NA,40.012610549979115,-75.08885575556222
4616735,15456232,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-11T16:38:12Z,2023-01-11T17:00:34Z,2023-01-12T00:00:00Z,2023-01-11T17:00:32Z,508 WOOD ST,19106,https://d17aqltn7cihbm.cloudfront.net/uploads/large_9634e31143c4ddb122ff4b9bee2ee0a7,39.95692290612883,-75.14823523362745
4616068,15454434,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-11T12:58:50Z,2023-01-11T15:51:06Z,2023-01-12T00:00:00Z,2023-01-11T15:51:04Z,2855 E ALLEGHENY AVE,19134,NA,39.98232868973661,-75.10042678079233
4620935,15472859,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-01-14T15:26:30Z,2024-05-10T18:42:28Z,2023-01-17T00:00:00Z,2023-01-17T17:46:46Z,MILLBROOK RD & WOODHAVEN RD,NA,https://d17aqltn7cihbm.cloudfront.net/uploads/large_77f12aee0064f6b3e07f0f13e0813a1e,40.08211698481695,-74.96702024805047
