objectid,service_request_id,subject,status,status_notes,service_name,service_code,agency_responsible,service_notice,requested_datetime,updated_datetime,expected_datetime,closed_datetime,address,zipcode,media_url,lat,lon
5133632,16476590,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-03T13:37:48Z,2024-05-11T16:15:31Z,2024-01-04T00:00:00Z,2024-01-03T13:37:48Z,E HILTON ST & SHELBOURNE ST,NA,NA,39.997031066099424,-75.113694007171
5133716,16476686,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-03T14:02:17Z,2024-05-11T15:43:53Z,2024-01-04T00:00:00Z,2024-01-03T14:02:17Z,3048 RUTH ST,19134,NA,39.99406695105313,-75.11699761755294
5133779,16476757,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-03T14:19:08Z,2024-05-11T16:02:04Z,2024-01-04T00:00:00Z,2024-01-04T16:14:49Z,ARAMINGO AVE & E GIRARD AVE,19125,https://d17aqltn7cihbm.cloudfront.net/uploads/large_f3f7be4a43ac8097ece132a1b10c02f8,39.97257669280417,-75.12398576262306
5133880,16476886,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-03T14:47:29Z,2024-05-11T13:08:05Z,2024-01-04T00:00:00Z,2024-01-04T16:25:05Z,2408 MONTROSE ST,19146,NA,39.94153002682344,-75.18313349621545
5134023,16477071,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-03T15:22:53Z,2024-05-11T13:04:10Z,2024-01-04T00:00:00Z,2024-01-04T16:50:34Z,2851 ISLAND AVE,19153,https://d17aqltn7cihbm.cloudfront.net/uploads/large_10c57b407a1aae567f5b77ea5e0aecdc,39.90584090707034,-75.24036312078776
5134438,16477624,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-03T17:14:28Z,2024-05-11T15:43:12Z,2024-01-04T00:00:00Z,2024-01-04T17:40:09Z,2977 RUTH ST,19134,NA,39.99309108252168,-75.11815494380119
5135041,16478413,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-03T19:53:18Z,2024-05-11T12:54:28Z,2024-01-04T00:00:00Z,2024-01-04T19:07:01Z,1715 S BROAD ST,19148,https://d17aqltn7cihbm.cloudfront.net/uploads/large_86011257731719a6f51d2a5f4ecdbf8b,39.92852631024597,-75.16869247129276
5135366,16478837,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-03T21:35:44Z,2024-05-11T13:05:00Z,2024-01-05T00:00:00Z,2024-01-04T20:08:34Z,E HAROLD ST & KENSINGTON AVE,19125,NA,39.98906565670402,-75.12688691182137
5135547,16479091,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T00:47:18Z,2024-05-11T15:52:23Z,2024-01-05T00:00:00Z,2024-01-04T20:59:04Z,1700 N AMERICAN ST,19122,NA,39.97719587148328,-75.139657418469
5135598,16479176,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T04:13:46Z,2024-05-11T15:55:41Z,2024-01-05T00:00:00Z,2024-01-04T21:58:08Z,725 W MOYAMENSING AVE,19148,NA,39.9206200258363,-75.1595100683761
5135643,16479271,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T13:04:08Z,2024-05-11T12:52:53Z,2024-01-05T00:00:00Z,2024-01-04T22:38:55Z,3201 RICHMOND ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_3dcd9eec708a7a9342e8ab8c80c78f34,39.98336105501681,-75.09977293050994
5135746,16479392,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T13:41:58Z,2024-05-11T13:08:20Z,2024-01-05T00:00:00Z,2024-01-04T13:41:58Z,917 FILBERT ST,19107,NA,39.95262998813352,-75.1562649901156
5135905,16479600,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T14:35:04Z,2024-05-11T12:56:48Z,2024-01-05T00:00:00Z,2024-01-04T23:19:29Z,ARMORY ST & S 23RD ST,NA,https://d17aqltn7cihbm.cloudfront.net/uploads/large_dbf8de59a5d38548d14096b3e978655f,39.95302956702029,-75.17807187000334
5135936,16479637,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T14:45:21Z,2024-05-11T13:05:55Z,2024-01-05T00:00:00Z,2024-01-04T23:20:42Z,RANSTEAD ST & S 4TH ST,NA,https://d17aqltn7cihbm.cloudfront.net/uploads/large_9ae55c76abbfe1d32a38b8a49b241942,39.94941620116524,-75.14745642861914
5136161,16479921,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T15:42:30Z,2024-05-11T15:42:51Z,2024-01-05T00:00:00Z,2024-01-04T15:42:30Z,5052 RORER ST,19120,NA,40.02627585537355,-75.11456675687133
5136226,16480000,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T15:58:02Z,2024-05-11T13:05:48Z,2024-01-05T00:00:00Z,2024-01-04T15:58:02Z,2301 CHESTNUT ST,19103,NA,39.95272310160117,-75.17866071800086
5136246,16480027,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T16:04:32Z,2024-05-11T15:54:00Z,2024-01-05T00:00:00Z,2024-01-05T00:07:57Z,4351 BYBERRY RD,19154,https://d17aqltn7cihbm.cloudfront.net/uploads/large_34cc24b078932c2e84a61bf64ee4fbde,40.08070216119929,-74.96236297663197
5136619,16480520,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T17:47:03Z,2024-05-11T13:04:49Z,2024-01-05T00:00:00Z,2024-01-04T17:47:03Z,102 N 2ND ST,19106,NA,39.95212818675787,-75.14335817381354
5136707,16480621,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T18:11:50Z,2024-05-11T16:02:04Z,2024-01-05T00:00:00Z,2024-01-04T18:11:50Z,5050 RORER ST,19120,NA,40.026214239498934,-75.11456620743125
5136957,16480947,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-04T19:24:26Z,2024-05-11T13:08:15Z,2024-01-05T00:00:00Z,2024-01-05T13:57:44Z,3163 KENSINGTON AVE,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_2ced663c9e49e21fdac8e8e94222c20d,39.99613854707523,-75.11379801166255
5137607,16481870,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T04:29:00Z,2024-05-11T12:54:28Z,2024-01-08T00:00:00Z,2024-01-05T17:52:00Z,1909 E WILLARD ST,19134,NA,39.99594537170842,-75.11004743880088
5137617,16481893,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T06:46:05Z,2024-05-11T15:53:18Z,2024-01-08T00:00:00Z,2024-01-05T17:44:42Z,E GIRARD AVE & RICHMOND ST,19125,NA,39.97295144064213,-75.11961884626464
5137674,16481979,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T13:20:58Z,2024-05-11T13:05:56Z,2024-01-08T00:00:00Z,2024-01-05T18:14:39Z,113 E GIRARD AVE,19125,NA,39.969161367369296,-75.13394761129281
5137702,16482012,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T13:35:46Z,2024-05-11T12:52:45Z,2024-01-08T00:00:00Z,2024-01-05T13:35:46Z,1002 N 2ND ST,19123,NA,39.96677759212519,-75.14024494134837
5137751,16482070,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T13:54:01Z,2024-05-11T15:52:13Z,2024-01-08T00:00:00Z,2024-01-05T18:40:02Z,BROUS AVE & E ROOSEVELT BLVD,19152,NA,40.04906490166466,-75.05083818894154
5137790,16482113,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T14:05:04Z,2024-05-11T16:14:07Z,2024-01-08T00:00:00Z,2024-01-05T18:59:20Z,7600 LEXINGTON AVE,19152,NA,40.04914837295523,-75.05003994894655
5137794,16482119,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T14:06:04Z,2024-05-11T13:05:00Z,2024-01-08T00:00:00Z,2024-01-05T18:43:43Z,E ROOSEVELT BLVD & SANDYFORD AVE,19152,NA,40.047040073898,-75.051368813225
5137806,16482132,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T14:08:53Z,2024-05-11T16:03:28Z,2024-01-08T00:00:00Z,2024-01-05T18:44:30Z,BROUS AVE & LEXINGTON AVE,19152,NA,40.04922028081779,-75.05042128189275
5137808,16482135,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T14:10:05Z,2024-05-11T12:54:25Z,2024-01-08T00:00:00Z,2024-01-05T18:45:30Z,LEXINGTON AVE & E ROOSEVELT BLVD,19152,NA,40.049410143215226,-75.0508240660974
5137819,16482150,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T14:13:38Z,2024-05-11T12:54:28Z,2024-01-08T00:00:00Z,2024-01-05T18:48:17Z,LEXINGTON AVE & RYAN AVE,19152,NA,40.04885506421929,-75.04515039830193
5139580,16484492,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-06T18:31:34Z,2024-05-11T12:56:53Z,2024-01-09T00:00:00Z,2024-01-08T15:47:32Z,1906 E CLEMENTINE ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_2ec7e920b0594c41fb0ff2a1b5a04c3a,39.99402878567997,-75.11392435155197
5139597,16484513,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-06T18:59:28Z,2024-05-11T12:52:55Z,2024-01-09T00:00:00Z,2024-01-08T15:56:38Z,3942 FOLSOM ST,19104,NA,39.966949434628745,-75.20153255734256
5138067,16482444,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T15:19:59Z,2024-05-11T15:43:12Z,2024-01-08T00:00:00Z,2024-01-05T15:19:59Z,1811 E WISHART ST,19134,NA,39.99577860947788,-75.1135789854945
5138207,16482610,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T15:55:33Z,2024-05-11T12:56:48Z,2024-01-08T00:00:00Z,2024-01-05T19:31:22Z,3654 ARAMINGO AVE,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_d671cea758cb9b37248043eddfb9e790,39.99408208257587,-75.09575930250155
5144090,16490550,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-10T01:39:47Z,2024-05-11T13:04:17Z,2024-01-11T00:00:00Z,2024-01-10T17:54:03Z,3001 RYAN AVE,19152,NA,40.046014449103986,-75.04452535787709
5139210,16483911,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-05T20:57:37Z,2024-05-11T16:03:39Z,2024-01-08T00:00:00Z,2024-01-05T20:58:29Z,905 N 2ND ST,19123,NA,39.96428494457639,-75.14055724223482
5139539,16484408,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-06T15:38:24Z,2024-05-11T16:04:48Z,2024-01-09T00:00:00Z,2024-01-08T15:09:50Z,2703 ARAMINGO AVE,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_0a3ff0ecdf98eb885c5b4685c603fdf4,39.98166129557689,-75.11685436286537
5149020,16497550,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-12T16:18:48Z,2024-05-11T13:05:56Z,2024-01-15T00:00:00Z,2024-01-12T16:18:48Z,400 DEARNLEY ST,19128,NA,40.04964867543479,-75.24123307553785
5149036,16497570,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-12T16:22:11Z,2024-05-11T12:56:45Z,2024-01-15T00:00:00Z,2024-01-16T13:27:03Z,3308 MEMPHIS ST,19134,NA,39.99051440671306,-75.10413050817401
5149385,16498011,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-12T17:52:40Z,2024-05-11T13:04:11Z,2024-01-15T00:00:00Z,2024-01-16T13:50:58Z,4413 WALNUT ST,19104,https://d17aqltn7cihbm.cloudfront.net/uploads/large_75805ec0a96f2eea27ed2c511d060899,39.95522965140384,-75.21069902307711
5149589,16498288,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-12T19:14:38Z,2024-05-11T12:52:45Z,2024-01-15T00:00:00Z,2024-01-16T15:10:34Z,2026 E HAGERT ST,19125,NA,39.983960921661215,-75.12820064675235
5149615,16498395,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-12T20:43:14Z,2024-05-11T15:42:33Z,2024-01-15T00:00:00Z,2024-01-16T15:55:39Z,447 W DAUPHIN ST,19133,NA,39.986060872618346,-75.14131216040697
5149716,16498664,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-13T13:21:30Z,2024-05-11T16:03:45Z,2024-01-16T00:00:00Z,2024-01-16T17:56:58Z,BAINBRIDGE ST & E PASSYUNK AVE,19147,https://d17aqltn7cihbm.cloudfront.net/uploads/large_18bc7e5324458398ed09c16ea7e2f79a,39.94091241897811,-75.15075304825814
5149987,16499157,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-14T17:07:17Z,2024-05-11T15:45:03Z,2024-01-16T00:00:00Z,2024-01-16T22:16:07Z,2436-44 WALNUT ST,19103,https://d17aqltn7cihbm.cloudfront.net/uploads/large_3971362084953bae994912f6430f0450,39.95142908897742,-75.18123287335497
5150057,16499287,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-14T21:26:01Z,2024-05-11T13:04:39Z,2024-01-16T00:00:00Z,2024-01-16T23:01:14Z,1320 LOCUST ST,19107,NA,39.94795937855141,-75.16326531789356
5150059,16499289,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-14T21:29:35Z,2024-05-11T15:42:52Z,2024-01-16T00:00:00Z,2024-01-16T23:19:39Z,825-29 ARAMINGO AVE,19125,NA,39.973230038167685,-75.1233849872769
5150254,16499835,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-15T22:27:26Z,2024-05-11T12:56:47Z,2024-01-17T00:00:00Z,2024-01-17T15:13:51Z,1000 E VENANGO ST,19134,NA,40.002182925091866,-75.10944501593903
5150973,16500676,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-16T15:27:51Z,2024-05-11T12:52:29Z,2024-01-17T00:00:00Z,2024-01-16T15:27:51Z,460 FLAMINGO ST,19128,NA,40.04946692015664,-75.23830056193833
5152685,16502865,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-17T00:34:10Z,2024-05-11T12:56:49Z,2024-01-18T00:00:00Z,2024-01-17T00:34:10Z,8046 FRANKFORD AVE,19136,NA,40.04220252711102,-75.02624832899954
5139663,16484650,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-07T14:16:08Z,2024-05-11T15:43:05Z,2024-01-09T00:00:00Z,2024-01-08T17:20:35Z,1955 BONITZ ST,19140,NA,40.01752002220103,-75.15871281500509
5139713,16484733,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-07T17:54:10Z,2024-05-11T15:43:53Z,2024-01-09T00:00:00Z,2024-01-08T18:10:22Z,3398 ARAMINGO AVE,19134,NA,39.99100628944112,-75.10199210222238
5139777,16484892,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-07T22:53:35Z,2024-05-11T13:04:39Z,2024-01-09T00:00:00Z,2024-01-08T19:40:23Z,2900 N 4TH ST,19133,NA,39.995971825353294,-75.13780630057909
5139792,16484912,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-07T23:46:05Z,2024-05-11T15:53:59Z,2024-01-09T00:00:00Z,2024-01-08T19:54:26Z,2974 RUTH ST,19134,NA,39.9933041171061,-75.11822486481249
5139845,16485031,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-08T11:34:14Z,2024-05-11T16:14:46Z,2024-01-09T00:00:00Z,2024-01-08T21:38:12Z,MARKET ST & N 34TH ST,NA,NA,39.95584409305406,-75.19146515788579
5153202,16503492,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-17T14:12:52Z,2024-05-11T16:00:32Z,2024-01-18T00:00:00Z,2024-01-17T21:52:51Z,5501 N 5TH ST,19120,NA,40.03488287480073,-75.13069860590844
5140002,16485215,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-08T13:40:34Z,2024-05-11T15:42:53Z,2024-01-09T00:00:00Z,2024-01-08T21:42:43Z,7620 LEXINGTON AVE,19152,NA,40.048239265503206,-75.04815401803447
5154791,16505413,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-17T19:04:47Z,2024-05-11T16:14:47Z,2024-01-18T00:00:00Z,2024-01-17T23:40:14Z,3920 WOODHAVEN RD,19154,https://d17aqltn7cihbm.cloudfront.net/uploads/large_283c6ee1a60666ef3de3e4d80425cfd3,40.08728613239901,-74.97276962181405
5154843,16505474,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-17T19:15:50Z,2024-05-11T13:04:07Z,2024-01-18T00:00:00Z,2024-01-17T23:45:55Z,7-43 W CHELTEN AVE,19144,https://d17aqltn7cihbm.cloudfront.net/uploads/large_3240a5ce893a096c29660b5ddf3f2724,40.03518695609112,-75.17543411179088
5144442,16491362,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-10T14:14:00Z,2024-05-11T15:52:48Z,2024-01-11T00:00:00Z,2024-01-10T17:49:53Z,4545 RIVERSIDE WAY,19127,https://d17aqltn7cihbm.cloudfront.net/uploads/large_b97b9b7705fdf2375238278af534fbf8,40.02773083624381,-75.22948501397214
5144536,16491489,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-10T14:39:35Z,2024-05-11T16:15:58Z,2024-01-11T00:00:00Z,2024-01-10T17:57:36Z,1117 RACE ST,19107,https://d17aqltn7cihbm.cloudfront.net/uploads/large_57c85ab1e337deffff3c14c98c6c5a86,39.9563667934974,-75.15793930140273
5144543,16491498,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-10T14:42:12Z,2024-05-11T15:54:00Z,2024-01-11T00:00:00Z,2024-01-10T18:26:45Z,1017 RACE ST,19107,NA,39.95554292467885,-75.15661143984457
5155862,16506747,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-18T01:25:26Z,2024-05-11T13:08:17Z,2024-01-19T00:00:00Z,2024-01-18T14:05:45Z,LOCUST WALK & S 39TH ST,19104,https://d17aqltn7cihbm.cloudfront.net/uploads/large_fb8f8e7670e7e6f7fc3b4d8582f425de,39.952696026031845,-75.2005255253489
5140766,16486168,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-08T16:49:10Z,2024-05-11T12:52:06Z,2024-01-09T00:00:00Z,2024-01-08T16:49:10Z,1675 S CHRISTOPHER COLUMBUS BLVD,19148,NA,39.9261084208989,-75.14090356323554
5156644,16507680,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-18T14:56:16Z,2024-05-11T13:04:48Z,2024-01-19T00:00:00Z,2024-01-18T18:07:13Z,247 S JUNIPER ST,19107,https://d17aqltn7cihbm.cloudfront.net/uploads/large_9d877be9243c9f17f5cc66486af43c91,39.9475719692807,-75.1634347471392
5144919,16492006,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-10T16:09:01Z,2024-05-11T12:52:45Z,2024-01-11T00:00:00Z,2024-01-10T18:33:29Z,LOCUST ST & S 13TH ST,NA,NA,39.9479337865299,-75.16236128441392
5157081,16508194,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-18T16:10:07Z,2024-05-11T13:04:02Z,2024-01-19T00:00:00Z,2024-01-18T19:03:46Z,PACKER AVE & PENROSE AVE,NA,NA,39.91318494407079,-75.1819475445825
5145146,16492360,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-10T17:25:12Z,2024-05-11T13:04:39Z,2024-01-11T00:00:00Z,2024-01-10T19:19:24Z,1821 N AMERICAN ST,19122,https://d17aqltn7cihbm.cloudfront.net/uploads/large_945f337c2fa8e8acb91f036ee5a5ee06,39.97867939254694,-75.13883377893949
5159359,16510995,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-19T13:24:59Z,2024-05-11T15:42:10Z,2024-01-22T00:00:00Z,2024-01-19T15:01:26Z,267 S 4TH ST # B,19106,NA,39.945412839361474,-75.14822470640904
5160126,16511961,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-19T17:01:17Z,2024-05-11T16:15:49Z,2024-01-22T00:00:00Z,2024-01-19T17:04:18Z,7950 E ROOSEVELT BLVD,19152,NA,40.05644339575391,-75.04782153190237
